date;product;machine;week_refill;stock_maxi;cumcount
14/11/2019 17:12;soda;C;1;120;8
14/11/2019 17:12;nrj;D;1;60;2
14/11/2019 17:13;soda;D;1;120;4
14/11/2019 17:19;coffee;D;1;280;7
14/11/2019 17:21;coffee;D;1;280;8
14/11/2019 17:22;coffee;C;1;280;17
14/11/2019 17:24;nrj;A;1;60;3
14/11/2019 17:32;nrj;C;1;60;4
14/11/2019 17:34;soda;C;1;120;9
14/11/2019 17:35;soda;D;1;120;5
14/11/2019 17:40;soda;C;1;120;10
14/11/2019 17:42;nrj;B;1;60;1
14/11/2019 17:45;coffee;D;1;280;9
14/11/2019 17:46;soda;B;1;120;5
14/11/2019 17:58;soda;A;1;120;9
14/11/2019 18:01;soda;A;1;120;10
14/11/2019 18:02;soda;D;1;120;6
14/11/2019 18:04;coffee;D;1;280;10
14/11/2019 18:11;soda;B;1;120;6
14/11/2019 18:12;soda;D;1;120;7
14/11/2019 18:15;soda;D;1;120;8
14/11/2019 18:16;soda;B;1;120;7
14/11/2019 18:16;nrj;C;1;60;5
14/11/2019 18:22;soda;B;1;120;8
14/11/2019 18:25;coffee;D;1;280;11
14/11/2019 18:29;nrj;B;1;60;2
14/11/2019 18:34;coffee;C;1;280;18
14/11/2019 18:38;soda;A;1;120;11
14/11/2019 18:41;coffee;C;1;280;19
14/11/2019 18:44;nrj;B;1;60;3
14/11/2019 18:48;soda;A;1;120;12
14/11/2019 18:58;soda;C;1;120;11
14/11/2019 18:59;nrj;C;1;60;6
14/11/2019 19:02;coffee;D;1;280;12
14/11/2019 19:04;soda;D;1;120;10
14/11/2019 19:04;soda;D;1;120;9
14/11/2019 19:04;soda;A;1;120;13
14/11/2019 19:28;nrj;B;1;60;4
14/11/2019 19:30;nrj;D;1;60;3
14/11/2019 19:31;soda;D;1;120;11
14/11/2019 19:36;soda;D;1;120;12
14/11/2019 20:00;soda;C;1;120;12
14/11/2019 20:06;nrj;C;1;60;7
14/11/2019 20:12;nrj;B;1;60;5
14/11/2019 20:14;soda;A;1;120;14
14/11/2019 20:15;soda;B;1;120;9
14/11/2019 20:29;soda;A;1;120;15
14/11/2019 20:31;soda;C;1;120;13
14/11/2019 20:37;soda;C;1;120;14
14/11/2019 20:46;nrj;C;1;60;8
14/11/2019 21:04;soda;C;1;120;15
14/11/2019 21:05;nrj;B;1;60;6
14/11/2019 21:07;soda;A;1;120;16
14/11/2019 21:07;soda;D;1;120;13
14/11/2019 21:15;coffee;B;1;280;15
14/11/2019 21:20;soda;D;1;120;14
14/11/2019 21:27;soda;A;1;120;17
14/11/2019 21:30;coffee;C;1;280;20
14/11/2019 21:37;soda;B;1;120;10
14/11/2019 21:47;soda;B;1;120;11
14/11/2019 21:49;nrj;A;1;60;4
14/11/2019 21:53;soda;D;1;120;15
14/11/2019 22:17;soda;C;1;120;16
14/11/2019 22:26;soda;C;1;120;17
14/11/2019 22:36;soda;C;1;120;18
14/11/2019 22:43;soda;D;1;120;16
14/11/2019 22:46;nrj;B;1;60;7
14/11/2019 22:46;soda;B;1;120;12
14/11/2019 22:55;soda;A;1;120;18
14/11/2019 23:07;soda;A;1;120;19
14/11/2019 23:20;soda;A;1;120;20
15/11/2019 00:06;coffee;D;1;280;13
15/11/2019 00:11;soda;C;1;120;19
15/11/2019 00:14;coffee;A;1;280;23
15/11/2019 00:23;coffee;D;1;280;14
15/11/2019 00:31;nrj;C;1;60;9
15/11/2019 00:32;soda;C;1;120;20
15/11/2019 00:35;coffee;C;1;280;21
15/11/2019 00:37;nrj;D;1;60;4
15/11/2019 00:59;nrj;A;1;60;5
15/11/2019 01:04;coffee;D;1;280;15
15/11/2019 01:04;nrj;A;1;60;6
15/11/2019 01:05;coffee;C;1;280;22
15/11/2019 01:08;coffee;D;1;280;16
15/11/2019 01:13;nrj;B;1;60;8
15/11/2019 01:22;soda;C;1;120;21
15/11/2019 01:29;nrj;D;1;60;5
15/11/2019 01:35;coffee;C;1;280;23
15/11/2019 01:41;soda;D;1;120;17
15/11/2019 01:56;soda;C;1;120;22
15/11/2019 05:08;soda;D;1;120;18
15/11/2019 05:08;coffee;B;1;280;16
15/11/2019 05:10;coffee;A;1;280;24
15/11/2019 05:12;soda;C;1;120;23
15/11/2019 05:15;soda;D;1;120;19
15/11/2019 05:17;coffee;C;1;280;24
15/11/2019 05:17;coffee;D;1;280;17
15/11/2019 05:19;coffee;B;1;280;17
15/11/2019 05:20;coffee;A;1;280;25
15/11/2019 05:21;coffee;A;1;280;26
15/11/2019 05:23;coffee;B;1;280;18
15/11/2019 05:23;soda;C;1;120;24
15/11/2019 05:26;soda;C;1;120;25
15/11/2019 05:27;coffee;C;1;280;25
15/11/2019 05:27;coffee;D;1;280;18
15/11/2019 05:30;coffee;C;1;280;26
15/11/2019 05:39;coffee;D;1;280;19
15/11/2019 05:40;coffee;B;1;280;19
15/11/2019 05:43;coffee;A;1;280;27
15/11/2019 05:47;coffee;A;1;280;28
15/11/2019 05:51;coffee;B;1;280;20
15/11/2019 05:52;coffee;A;1;280;29
15/11/2019 05:53;coffee;D;1;280;20
15/11/2019 05:55;coffee;A;1;280;30
15/11/2019 05:56;coffee;B;1;280;21
15/11/2019 06:05;coffee;D;1;280;21
15/11/2019 06:06;coffee;A;1;280;31
15/11/2019 06:09;coffee;C;1;280;27
15/11/2019 06:10;coffee;D;1;280;22
15/11/2019 06:12;coffee;D;1;280;23
15/11/2019 06:12;coffee;A;1;280;32
15/11/2019 06:15;coffee;C;1;280;28
15/11/2019 06:23;soda;C;1;120;26
15/11/2019 06:23;coffee;C;1;280;29
15/11/2019 06:24;soda;D;1;120;20
15/11/2019 06:25;coffee;D;1;280;24
15/11/2019 06:27;coffee;D;1;280;25
15/11/2019 06:33;coffee;A;1;280;33
15/11/2019 06:34;coffee;B;1;280;22
15/11/2019 06:35;coffee;D;1;280;26
15/11/2019 06:38;coffee;A;1;280;34
15/11/2019 06:41;coffee;B;1;280;23
15/11/2019 06:43;coffee;C;1;280;30
15/11/2019 06:43;soda;A;1;120;21
15/11/2019 06:45;coffee;C;1;280;31
15/11/2019 06:45;coffee;B;1;280;24
15/11/2019 06:48;soda;D;1;120;21
15/11/2019 06:48;coffee;A;1;280;35
15/11/2019 06:49;coffee;C;1;280;32
15/11/2019 06:51;coffee;B;1;280;25
15/11/2019 06:57;coffee;D;1;280;27
15/11/2019 06:58;coffee;A;1;280;36
15/11/2019 06:58;soda;C;1;120;27
15/11/2019 07:04;soda;B;1;120;13
15/11/2019 07:04;coffee;B;1;280;26
15/11/2019 07:04;coffee;C;1;280;33
15/11/2019 07:08;coffee;D;1;280;28
15/11/2019 07:09;coffee;D;1;280;29
15/11/2019 07:10;soda;C;1;120;28
15/11/2019 07:10;coffee;D;1;280;30
15/11/2019 07:11;coffee;A;1;280;37
15/11/2019 07:11;coffee;A;1;280;38
15/11/2019 07:11;coffee;D;1;280;31
15/11/2019 07:12;soda;A;1;120;22
15/11/2019 07:14;coffee;A;1;280;39
15/11/2019 07:16;coffee;A;1;280;40
15/11/2019 07:18;coffee;D;1;280;32
15/11/2019 07:20;soda;C;1;120;29
15/11/2019 07:22;coffee;D;1;280;33
15/11/2019 07:26;coffee;A;1;280;41
15/11/2019 07:26;coffee;B;1;280;27
15/11/2019 07:28;coffee;D;1;280;34
15/11/2019 07:29;soda;D;1;120;22
15/11/2019 07:29;coffee;C;1;280;34
15/11/2019 07:30;coffee;C;1;280;35
15/11/2019 07:32;coffee;D;1;280;35
15/11/2019 07:33;coffee;D;1;280;36
15/11/2019 07:33;coffee;C;1;280;36
15/11/2019 07:42;soda;C;1;120;30
15/11/2019 07:44;coffee;C;1;280;37
15/11/2019 07:44;coffee;C;1;280;38
15/11/2019 07:46;coffee;C;1;280;39
15/11/2019 07:47;coffee;B;1;280;28
15/11/2019 07:47;coffee;C;1;280;40
15/11/2019 07:55;coffee;B;1;280;29
15/11/2019 07:55;soda;B;1;120;14
15/11/2019 08:00;coffee;C;1;280;41
15/11/2019 08:01;coffee;D;1;280;37
15/11/2019 08:02;soda;D;1;120;23
15/11/2019 08:04;coffee;D;1;280;38
15/11/2019 08:06;coffee;D;1;280;39
15/11/2019 08:07;coffee;A;1;280;42
15/11/2019 08:07;soda;B;1;120;15
15/11/2019 08:07;coffee;B;1;280;30
15/11/2019 08:07;coffee;A;1;280;43
15/11/2019 08:09;coffee;A;1;280;44
15/11/2019 08:09;coffee;D;1;280;40
15/11/2019 08:11;coffee;B;1;280;31
15/11/2019 08:17;coffee;A;1;280;45
15/11/2019 08:18;coffee;C;1;280;42
15/11/2019 08:21;coffee;A;1;280;46
15/11/2019 08:22;soda;A;1;120;23
15/11/2019 08:22;coffee;D;1;280;41
15/11/2019 08:22;coffee;C;1;280;43
15/11/2019 08:25;coffee;D;1;280;42
15/11/2019 08:27;coffee;C;1;280;44
15/11/2019 08:29;coffee;A;1;280;47
15/11/2019 08:29;coffee;C;1;280;45
15/11/2019 08:30;coffee;B;1;280;32
15/11/2019 08:33;coffee;C;1;280;46
15/11/2019 08:34;coffee;C;1;280;47
15/11/2019 08:34;coffee;D;1;280;43
15/11/2019 08:35;coffee;D;1;280;44
15/11/2019 08:37;coffee;C;1;280;48
15/11/2019 08:39;soda;A;1;120;24
15/11/2019 08:39;coffee;D;1;280;45
15/11/2019 08:41;coffee;B;1;280;33
15/11/2019 08:41;coffee;D;1;280;46
15/11/2019 08:42;coffee;C;1;280;49
15/11/2019 08:43;coffee;D;1;280;47
15/11/2019 08:46;soda;D;1;120;24
15/11/2019 08:47;coffee;C;1;280;50
15/11/2019 08:47;coffee;D;1;280;48
15/11/2019 08:48;coffee;A;1;280;48
15/11/2019 08:48;coffee;D;1;280;49
15/11/2019 08:48;coffee;D;1;280;50
15/11/2019 08:53;coffee;B;1;280;34
15/11/2019 08:53;soda;A;1;120;25
15/11/2019 08:54;coffee;A;1;280;49
15/11/2019 09:00;soda;D;1;120;25
15/11/2019 09:01;coffee;A;1;280;50
15/11/2019 09:02;coffee;C;1;280;51
15/11/2019 09:04;coffee;A;1;280;51
15/11/2019 09:05;coffee;B;1;280;35
15/11/2019 09:07;coffee;B;1;280;36
15/11/2019 09:09;coffee;B;1;280;37
15/11/2019 09:11;coffee;C;1;280;52
15/11/2019 09:12;coffee;B;1;280;38
15/11/2019 09:13;soda;A;1;120;26
15/11/2019 09:13;coffee;D;1;280;51
15/11/2019 09:13;soda;D;1;120;26
15/11/2019 09:14;soda;A;1;120;27
15/11/2019 09:14;coffee;C;1;280;53
15/11/2019 09:16;coffee;A;1;280;52
15/11/2019 09:16;coffee;D;1;280;52
15/11/2019 09:17;soda;C;1;120;31
15/11/2019 09:19;coffee;D;1;280;53
15/11/2019 09:19;coffee;D;1;280;54
15/11/2019 09:22;coffee;A;1;280;53
15/11/2019 09:22;coffee;A;1;280;54
15/11/2019 09:22;coffee;D;1;280;55
15/11/2019 09:23;coffee;C;1;280;54
15/11/2019 09:23;coffee;A;1;280;55
15/11/2019 09:24;soda;C;1;120;32
15/11/2019 09:24;coffee;A;1;280;56
15/11/2019 09:25;coffee;B;1;280;39
15/11/2019 09:28;coffee;C;1;280;55
15/11/2019 09:29;soda;C;1;120;33
15/11/2019 09:32;soda;B;1;120;16
15/11/2019 09:33;coffee;C;1;280;56
15/11/2019 09:35;coffee;B;1;280;40
15/11/2019 09:38;coffee;C;1;280;57
15/11/2019 09:39;soda;C;1;120;34
15/11/2019 09:40;coffee;B;1;280;41
15/11/2019 09:40;coffee;C;1;280;58
15/11/2019 09:44;coffee;A;1;280;57
15/11/2019 09:45;coffee;A;1;280;58
15/11/2019 09:47;coffee;A;1;280;59
15/11/2019 09:47;coffee;B;1;280;42
15/11/2019 09:48;coffee;C;1;280;59
15/11/2019 09:48;soda;A;1;120;28
15/11/2019 09:49;coffee;A;1;280;60
15/11/2019 09:49;coffee;C;1;280;60
15/11/2019 09:49;coffee;C;1;280;61
15/11/2019 09:50;coffee;D;1;280;56
15/11/2019 09:50;soda;D;1;120;27
15/11/2019 09:51;coffee;B;1;280;43
15/11/2019 09:55;coffee;C;1;280;62
15/11/2019 09:55;coffee;A;1;280;61
15/11/2019 09:56;coffee;C;1;280;63
15/11/2019 09:57;coffee;D;1;280;57
15/11/2019 09:57;coffee;C;1;280;64
15/11/2019 09:59;coffee;A;1;280;62
15/11/2019 10:01;soda;C;1;120;35
15/11/2019 10:03;coffee;D;1;280;58
15/11/2019 10:03;coffee;D;1;280;59
15/11/2019 10:04;coffee;D;1;280;60
15/11/2019 10:04;soda;B;1;120;17
15/11/2019 10:04;coffee;C;1;280;65
15/11/2019 10:06;coffee;B;1;280;44
15/11/2019 10:07;coffee;B;1;280;45
15/11/2019 10:12;coffee;C;1;280;66
15/11/2019 10:12;coffee;B;1;280;46
15/11/2019 10:13;coffee;B;1;280;47
15/11/2019 10:13;coffee;B;1;280;48
15/11/2019 10:15;coffee;B;1;280;49
15/11/2019 10:22;soda;B;1;120;18
15/11/2019 10:28;coffee;B;1;280;50
15/11/2019 10:29;coffee;A;1;280;63
15/11/2019 10:33;coffee;C;1;280;67
15/11/2019 10:33;coffee;A;1;280;64
15/11/2019 10:33;coffee;D;1;280;61
15/11/2019 10:34;coffee;B;1;280;51
15/11/2019 10:35;coffee;A;1;280;65
15/11/2019 10:35;soda;A;1;120;29
15/11/2019 10:35;coffee;D;1;280;62
15/11/2019 10:38;soda;A;1;120;30
15/11/2019 10:38;soda;D;1;120;28
15/11/2019 10:38;coffee;B;1;280;52
15/11/2019 10:40;coffee;D;1;280;63
15/11/2019 10:40;soda;C;1;120;36
15/11/2019 10:41;coffee;D;1;280;64
15/11/2019 10:43;coffee;B;1;280;53
15/11/2019 10:44;coffee;B;1;280;54
15/11/2019 10:45;coffee;D;1;280;65
15/11/2019 10:45;coffee;C;1;280;68
15/11/2019 10:48;coffee;B;1;280;55
15/11/2019 10:51;coffee;B;1;280;56
15/11/2019 10:58;soda;A;1;120;31
15/11/2019 10:59;coffee;A;1;280;66
15/11/2019 11:01;coffee;C;1;280;69
15/11/2019 11:02;coffee;C;1;280;70
15/11/2019 11:02;coffee;C;1;280;71
15/11/2019 11:04;coffee;B;1;280;57
15/11/2019 11:05;coffee;C;1;280;72
15/11/2019 11:07;soda;A;1;120;32
15/11/2019 11:08;coffee;A;1;280;67
15/11/2019 11:08;soda;A;1;120;33
15/11/2019 11:09;soda;B;1;120;19
15/11/2019 11:11;soda;A;1;120;34
15/11/2019 11:11;coffee;C;1;280;73
15/11/2019 11:11;coffee;A;1;280;68
15/11/2019 11:12;coffee;D;1;280;66
15/11/2019 11:12;soda;D;1;120;29
15/11/2019 11:12;coffee;D;1;280;67
15/11/2019 11:19;coffee;D;1;280;68
15/11/2019 11:20;coffee;C;1;280;74
15/11/2019 11:21;coffee;D;1;280;69
15/11/2019 11:23;soda;C;1;120;37
15/11/2019 11:24;coffee;C;1;280;75
15/11/2019 11:24;coffee;B;1;280;58
15/11/2019 11:25;soda;D;1;120;30
15/11/2019 11:26;soda;D;1;120;31
15/11/2019 11:26;coffee;C;1;280;76
15/11/2019 11:28;coffee;B;1;280;59
15/11/2019 11:30;coffee;C;1;280;77
15/11/2019 11:33;coffee;D;1;280;70
15/11/2019 11:37;coffee;A;1;280;69
15/11/2019 11:38;coffee;A;1;280;70
15/11/2019 11:39;coffee;C;1;280;78
15/11/2019 11:40;soda;C;1;120;38
15/11/2019 11:41;coffee;A;1;280;71
15/11/2019 11:41;coffee;D;1;280;71
15/11/2019 11:43;coffee;B;1;280;60
15/11/2019 11:47;coffee;C;1;280;79
15/11/2019 11:47;coffee;C;1;280;80
15/11/2019 11:47;soda;D;1;120;32
15/11/2019 11:48;soda;B;1;120;20
15/11/2019 11:48;coffee;C;1;280;81
15/11/2019 11:50;coffee;D;1;280;72
15/11/2019 11:51;coffee;B;1;280;61
15/11/2019 11:51;soda;B;1;120;21
15/11/2019 11:52;coffee;A;1;280;72
15/11/2019 11:52;soda;B;1;120;22
15/11/2019 11:52;coffee;C;1;280;82
15/11/2019 11:52;coffee;D;1;280;73
15/11/2019 11:52;coffee;D;1;280;74
15/11/2019 11:55;coffee;C;1;280;83
15/11/2019 11:57;coffee;B;1;280;62
15/11/2019 11:58;coffee;D;1;280;75
15/11/2019 11:59;soda;C;1;120;39
15/11/2019 12:00;coffee;A;1;280;73
15/11/2019 12:01;coffee;B;1;280;63
15/11/2019 12:01;coffee;B;1;280;64
15/11/2019 12:02;coffee;C;1;280;84
15/11/2019 12:06;coffee;A;1;280;74
15/11/2019 12:06;coffee;D;1;280;76
15/11/2019 12:11;coffee;B;1;280;65
15/11/2019 12:11;nrj;B;1;60;9
15/11/2019 12:11;soda;A;1;120;35
15/11/2019 12:13;nrj;D;1;60;6
15/11/2019 12:13;soda;D;1;120;33
15/11/2019 12:17;nrj;A;1;60;7
15/11/2019 12:17;coffee;A;1;280;75
15/11/2019 12:21;soda;C;1;120;40
15/11/2019 12:21;coffee;C;1;280;85
15/11/2019 12:22;coffee;B;1;280;66
15/11/2019 12:22;coffee;D;1;280;77
15/11/2019 12:24;coffee;B;1;280;67
15/11/2019 12:26;soda;C;1;120;41
15/11/2019 12:27;soda;B;1;120;23
15/11/2019 12:29;coffee;A;1;280;76
15/11/2019 12:29;coffee;C;1;280;86
15/11/2019 12:30;soda;D;1;120;34
15/11/2019 12:31;soda;C;1;120;42
15/11/2019 12:34;coffee;C;1;280;87
15/11/2019 12:37;coffee;D;1;280;78
15/11/2019 12:37;nrj;B;1;60;10
15/11/2019 12:38;coffee;A;1;280;77
15/11/2019 12:38;coffee;B;1;280;68
15/11/2019 12:41;soda;A;1;120;36
15/11/2019 12:41;coffee;A;1;280;78
15/11/2019 12:43;coffee;C;1;280;88
15/11/2019 12:43;soda;A;1;120;37
15/11/2019 12:44;coffee;D;1;280;79
15/11/2019 12:44;coffee;D;1;280;80
15/11/2019 12:46;coffee;C;1;280;89
15/11/2019 12:49;soda;D;1;120;35
15/11/2019 12:51;coffee;B;1;280;69
15/11/2019 12:53;coffee;D;1;280;81
15/11/2019 12:53;coffee;B;1;280;70
15/11/2019 12:54;coffee;C;1;280;90
15/11/2019 13:00;coffee;A;1;280;79
15/11/2019 13:02;coffee;B;1;280;71
15/11/2019 13:04;coffee;C;1;280;91
15/11/2019 13:04;coffee;D;1;280;82
15/11/2019 13:06;coffee;D;1;280;83
15/11/2019 13:07;soda;B;1;120;24
15/11/2019 13:08;coffee;C;1;280;92
15/11/2019 13:09;coffee;A;1;280;80
15/11/2019 13:10;coffee;C;1;280;93
15/11/2019 13:12;soda;A;1;120;38
15/11/2019 13:12;coffee;C;1;280;94
15/11/2019 13:12;coffee;C;1;280;95
15/11/2019 13:14;coffee;B;1;280;72
15/11/2019 13:19;coffee;C;1;280;96
15/11/2019 13:21;coffee;A;1;280;81
15/11/2019 13:21;soda;B;1;120;25
15/11/2019 13:22;coffee;D;1;280;84
15/11/2019 13:23;coffee;A;1;280;82
15/11/2019 13:24;soda;B;1;120;26
15/11/2019 13:29;coffee;C;1;280;97
15/11/2019 13:32;coffee;A;1;280;83
15/11/2019 13:32;coffee;D;1;280;85
15/11/2019 13:34;coffee;B;1;280;73
15/11/2019 13:36;coffee;C;1;280;98
15/11/2019 13:45;coffee;D;1;280;86
15/11/2019 13:46;soda;D;1;120;36
15/11/2019 13:47;soda;A;1;120;39
15/11/2019 13:51;coffee;A;1;280;84
15/11/2019 13:52;coffee;B;1;280;74
15/11/2019 13:53;coffee;B;1;280;75
15/11/2019 13:57;coffee;B;1;280;76
15/11/2019 13:58;coffee;A;1;280;85
15/11/2019 13:59;coffee;A;1;280;86
15/11/2019 14:01;coffee;D;1;280;87
15/11/2019 14:03;coffee;C;1;280;99
15/11/2019 14:05;coffee;D;1;280;88
15/11/2019 14:05;coffee;B;1;280;77
15/11/2019 14:06;coffee;D;1;280;89
15/11/2019 14:10;coffee;A;1;280;87
15/11/2019 14:11;coffee;C;1;280;100
15/11/2019 14:12;soda;A;1;120;40
15/11/2019 14:13;soda;C;1;120;43
15/11/2019 14:21;coffee;C;1;280;101
15/11/2019 14:22;coffee;C;1;280;102
15/11/2019 14:24;coffee;C;1;280;103
15/11/2019 14:27;coffee;C;1;280;104
15/11/2019 14:31;coffee;B;1;280;78
15/11/2019 14:31;coffee;D;1;280;90
15/11/2019 14:32;soda;A;1;120;41
15/11/2019 14:32;soda;D;1;120;37
15/11/2019 14:34;coffee;C;1;280;105
15/11/2019 14:35;coffee;A;1;280;88
15/11/2019 14:39;coffee;B;1;280;79
15/11/2019 14:44;coffee;C;1;280;106
15/11/2019 14:47;coffee;B;1;280;80
15/11/2019 14:49;nrj;C;1;60;10
15/11/2019 14:49;soda;A;1;120;42
15/11/2019 14:50;coffee;A;1;280;89
15/11/2019 14:51;nrj;D;1;60;7
15/11/2019 14:51;soda;D;1;120;38
15/11/2019 14:53;coffee;D;1;280;91
15/11/2019 14:59;coffee;C;1;280;107
15/11/2019 15:02;soda;B;1;120;27
15/11/2019 15:02;coffee;C;1;280;108
15/11/2019 15:04;coffee;A;1;280;90
15/11/2019 15:08;soda;A;1;120;43
15/11/2019 15:09;soda;A;1;120;44
15/11/2019 15:11;coffee;C;1;280;109
15/11/2019 15:14;coffee;C;1;280;110
15/11/2019 15:17;soda;B;1;120;28
15/11/2019 15:19;soda;A;1;120;45
15/11/2019 15:19;soda;D;1;120;39
15/11/2019 15:22;coffee;D;1;280;92
15/11/2019 15:22;coffee;D;1;280;93
15/11/2019 15:23;coffee;A;1;280;91
15/11/2019 15:24;coffee;D;1;280;94
15/11/2019 15:27;coffee;C;1;280;111
15/11/2019 15:27;soda;A;1;120;46
15/11/2019 15:27;coffee;D;1;280;95
15/11/2019 15:31;coffee;A;1;280;92
15/11/2019 15:31;coffee;C;1;280;112
15/11/2019 15:32;coffee;D;1;280;96
15/11/2019 15:37;soda;A;1;120;47
15/11/2019 15:41;soda;C;1;120;44
15/11/2019 15:44;coffee;A;1;280;93
15/11/2019 15:46;coffee;C;1;280;113
15/11/2019 15:52;soda;C;1;120;45
15/11/2019 15:52;coffee;B;1;280;81
15/11/2019 15:57;coffee;B;1;280;82
15/11/2019 15:58;coffee;C;1;280;114
15/11/2019 16:03;coffee;C;1;280;115
15/11/2019 16:03;coffee;B;1;280;83
15/11/2019 16:07;coffee;A;1;280;94
15/11/2019 16:07;coffee;C;1;280;116
15/11/2019 16:08;nrj;A;1;60;8
15/11/2019 16:08;nrj;D;1;60;8
15/11/2019 16:10;soda;D;1;120;40
15/11/2019 16:11;coffee;D;1;280;97
15/11/2019 16:11;soda;D;1;120;41
15/11/2019 16:12;nrj;D;1;60;9
15/11/2019 16:14;soda;B;1;120;29
15/11/2019 16:15;nrj;C;1;60;11
15/11/2019 16:18;nrj;A;1;60;9
15/11/2019 16:21;soda;C;1;120;46
15/11/2019 16:22;coffee;D;1;280;98
15/11/2019 16:24;soda;A;1;120;48
15/11/2019 16:25;soda;B;1;120;30
15/11/2019 16:26;nrj;C;1;60;12
15/11/2019 16:29;coffee;D;1;280;99
15/11/2019 16:29;coffee;B;1;280;84
15/11/2019 16:29;coffee;C;1;280;117
15/11/2019 16:30;coffee;C;1;280;118
15/11/2019 16:30;nrj;C;1;60;13
15/11/2019 16:31;coffee;A;1;280;95
15/11/2019 16:32;nrj;A;1;60;10
15/11/2019 16:33;soda;A;1;120;49
15/11/2019 16:35;coffee;D;1;280;100
15/11/2019 16:36;coffee;D;1;280;101
15/11/2019 16:36;nrj;D;1;60;10
15/11/2019 16:38;soda;C;1;120;47
15/11/2019 16:40;soda;A;1;120;50
15/11/2019 16:41;soda;B;1;120;31
